Instance, D-Wave p(s), Classical SA p(s)
Benchmarking--108q--15us--02-Aug-2012-18-47-19.txt, 0.757464, 0.75
Benchmarking--108q--15us--02-Aug-2012-18-47-28.txt, 0.956846, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-47-36.txt, 0.594364, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-47-45.txt, 0.870492, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-47-54.txt, 0.973197, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-48-02.txt, 0.177281, 0.88
Benchmarking--108q--15us--02-Aug-2012-18-48-11.txt, 0.589624, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-48-20.txt, 0.802885, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-48-28.txt, 0.928663, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-48-37.txt, 0.535196, 0.72
Benchmarking--108q--15us--02-Aug-2012-18-48-46.txt, 0.715405, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-48-54.txt, 0.667875, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-49-03.txt, 0.624762, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-49-11.txt, 0.933298, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-49-20.txt, 0.211063, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-49-29.txt, 0.801749, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-49-37.txt, 0.854331, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-49-46.txt, 0.874527, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-49-55.txt, 0.766264, 0.85
Benchmarking--108q--15us--02-Aug-2012-18-50-03.txt, 0.544128, 0.95
Benchmarking--108q--15us--02-Aug-2012-18-50-12.txt, 0.944479, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-50-21.txt, 0.043111, 0.93
Benchmarking--108q--15us--02-Aug-2012-18-50-29.txt, 0.878717, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-50-38.txt, 0.967907, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-50-47.txt, 0.958242, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-50-55.txt, 0.394583, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-51-04.txt, 0.642349, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-51-13.txt, 0.858116, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-51-21.txt, 0.938245, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-51-30.txt, 0.084058, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-51-38.txt, 0.651643, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-51-47.txt, 0.476062, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-51-56.txt, 0.331797, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-52-04.txt, 0.562198, 0.93
Benchmarking--108q--15us--02-Aug-2012-18-52-13.txt, 0.345209, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-52-22.txt, 0.170230, 0.91
Benchmarking--108q--15us--02-Aug-2012-18-52-30.txt, 0.740993, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-52-39.txt, 0.855058, 0.95
Benchmarking--108q--15us--02-Aug-2012-18-52-48.txt, 0.185084, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-52-56.txt, 0.972714, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-53-05.txt, 0.982210, 0.63
Benchmarking--108q--15us--02-Aug-2012-18-53-12.txt, 0.921605, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-53-21.txt, 0.122646, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-53-30.txt, 0.277803, 0.97
Benchmarking--108q--15us--02-Aug-2012-18-53-38.txt, 0.909209, 0.79
Benchmarking--108q--15us--02-Aug-2012-18-53-47.txt, 0.970682, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-53-56.txt, 0.611868, 0.94
Benchmarking--108q--15us--02-Aug-2012-18-54-04.txt, 0.672217, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-54-13.txt, 0.889570, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-54-21.txt, 0.530186, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-54-30.txt, 0.344885, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-54-39.txt, 0.004837, 0.98
Benchmarking--108q--15us--02-Aug-2012-18-54-47.txt, 0.017743, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-54-56.txt, 0.782314, 0.93
Benchmarking--108q--15us--02-Aug-2012-18-55-05.txt, 0.395727, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-55-13.txt, 0.970868, 0.93
Benchmarking--108q--15us--02-Aug-2012-18-55-22.txt, 0.801102, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-55-30.txt, 0.778023, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-55-39.txt, 0.970295, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-55-48.txt, 0.023125, 0.76
Benchmarking--108q--15us--02-Aug-2012-18-55-56.txt, 0.869759, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-56-05.txt, 0.888372, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-56-14.txt, 0.930563, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-56-22.txt, 0.973579, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-56-31.txt, 0.895764, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-56-40.txt, 0.685869, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-56-48.txt, 0.739806, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-56-57.txt, 0.538480, 0.96
Benchmarking--108q--15us--02-Aug-2012-18-57-05.txt, 0.898300, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-57-14.txt, 0.920615, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-57-23.txt, 0.445839, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-57-31.txt, 0.988504, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-57-40.txt, 0.032120, 0.80
Benchmarking--108q--15us--02-Aug-2012-18-57-49.txt, 0.839242, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-57-57.txt, 0.853886, 0.99
Benchmarking--108q--15us--02-Aug-2012-18-58-06.txt, 0.018443, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-58-14.txt, 0.001435, 0.87
Benchmarking--108q--15us--02-Aug-2012-18-58-23.txt, 0.202373, 0.90
Benchmarking--108q--15us--02-Aug-2012-18-58-32.txt, 0.001487, 0.75
Benchmarking--108q--15us--02-Aug-2012-18-58-40.txt, 0.952665, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-58-49.txt, 0.936148, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-58-58.txt, 0.802099, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-59-06.txt, 0.967096, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-59-15.txt, 0.696950, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-59-24.txt, 0.819800, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-59-33.txt, 0.381058, 0.94
Benchmarking--108q--15us--02-Aug-2012-18-59-42.txt, 0.912014, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-59-50.txt, 0.959893, 1.00
Benchmarking--108q--15us--02-Aug-2012-18-59-59.txt, 0.947619, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-00-08.txt, 0.911555, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-00-16.txt, 0.979933, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-00-25.txt, 0.001163, 0.97
Benchmarking--108q--15us--02-Aug-2012-19-00-34.txt, 0.842378, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-00-42.txt, 0.895105, 0.99
Benchmarking--108q--15us--02-Aug-2012-19-00-51.txt, 0.938044, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-00-59.txt, 0.097848, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-01-08.txt, 0.858099, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-01-17.txt, 0.975320, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-01-25.txt, 0.994275, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-01-34.txt, 0.234343, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-01-43.txt, 0.889850, 0.99
Benchmarking--108q--15us--02-Aug-2012-19-01-51.txt, 0.884776, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-02-00.txt, 0.099224, 0.96
Benchmarking--108q--15us--02-Aug-2012-19-02-09.txt, 0.921464, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-02-18.txt, 0.510720, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-02-26.txt, 0.899963, 1.00
Benchmarking--108q--15us--02-Aug-2012-19-02-35.txt, 0.918680, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-02-59.txt, 0.530151, 0.77
Benchmarking--108q--15us--02-Aug-2012-22-03-08.txt, 0.675625, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-03-17.txt, 0.714166, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-03-25.txt, 0.847283, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-03-34.txt, 0.835359, 0.97
Benchmarking--108q--15us--02-Aug-2012-22-03-42.txt, 0.878985, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-03-51.txt, 0.974869, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-04-00.txt, 0.646176, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-04-08.txt, 0.349662, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-04-17.txt, 0.819120, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-04-26.txt, 0.658827, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-04-34.txt, 0.505368, 0.95
Benchmarking--108q--15us--02-Aug-2012-22-04-43.txt, 0.854705, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-04-52.txt, 0.949485, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-05-00.txt, 0.149362, 0.92
Benchmarking--108q--15us--02-Aug-2012-22-05-09.txt, 0.608057, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-05-17.txt, 0.593208, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-05-26.txt, 0.992915, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-05-35.txt, 0.826027, 0.97
Benchmarking--108q--15us--02-Aug-2012-22-05-43.txt, 0.867314, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-05-52.txt, 0.011476, 0.70
Benchmarking--108q--15us--02-Aug-2012-22-06-01.txt, 0.973969, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-06-09.txt, 0.966363, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-06-18.txt, 0.960558, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-06-27.txt, 0.283992, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-06-35.txt, 0.888379, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-06-44.txt, 0.986649, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-06-53.txt, 0.888955, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-07-01.txt, 0.139965, 0.98
Benchmarking--108q--15us--02-Aug-2012-22-07-10.txt, 0.988699, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-07-18.txt, 0.859470, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-07-27.txt, 0.749099, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-07-36.txt, 0.915408, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-07-44.txt, 0.886157, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-07-53.txt, 0.028512, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-08-02.txt, 0.620692, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-08-10.txt, 0.677946, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-08-19.txt, 0.671635, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-08-28.txt, 0.947496, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-08-36.txt, 0.131162, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-08-45.txt, 0.980837, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-08-54.txt, 0.906289, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-09-02.txt, 0.041076, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-09-11.txt, 0.979261, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-09-20.txt, 0.408122, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-09-28.txt, 0.975740, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-09-37.txt, 0.970807, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-09-45.txt, 0.787678, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-09-54.txt, 0.989054, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-10-03.txt, 0.399276, 0.91
Benchmarking--108q--15us--02-Aug-2012-22-10-11.txt, 0.907524, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-10-20.txt, 0.499589, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-10-29.txt, 0.560934, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-10-37.txt, 0.000683, 0.91
Benchmarking--108q--15us--02-Aug-2012-22-10-46.txt, 0.699674, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-10-55.txt, 0.901581, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-11-03.txt, 0.810585, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-11-12.txt, 0.895397, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-11-21.txt, 0.063437, 0.95
Benchmarking--108q--15us--02-Aug-2012-22-11-29.txt, 0.575719, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-11-38.txt, 0.957038, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-11-46.txt, 0.021445, 0.62
Benchmarking--108q--15us--02-Aug-2012-22-11-55.txt, 0.956497, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-12-04.txt, 0.908494, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-12-12.txt, 0.293434, 0.97
Benchmarking--108q--15us--02-Aug-2012-22-12-21.txt, 0.930568, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-12-30.txt, 0.666433, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-12-38.txt, 0.270380, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-12-47.txt, 0.782680, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-12-55.txt, 0.979643, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-13-04.txt, 0.876595, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-13-13.txt, 0.820893, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-13-21.txt, 0.763262, 0.97
Benchmarking--108q--15us--02-Aug-2012-22-13-30.txt, 0.058742, 0.95
Benchmarking--108q--15us--02-Aug-2012-22-13-39.txt, 0.977892, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-13-47.txt, 0.000501, 0.85
Benchmarking--108q--15us--02-Aug-2012-22-13-56.txt, 0.098729, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-14-05.txt, 0.730922, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-14-13.txt, 0.968336, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-14-22.txt, 0.743169, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-14-31.txt, 0.881834, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-14-39.txt, 0.801157, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-14-48.txt, 0.869865, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-14-57.txt, 0.951262, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-15-05.txt, 0.881591, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-15-14.txt, 0.917379, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-15-23.txt, 0.034697, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-15-31.txt, 0.968629, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-15-40.txt, 0.811546, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-15-48.txt, 0.973024, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-15-57.txt, 0.918517, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-16-06.txt, 0.987763, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-16-14.txt, 0.323676, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-16-23.txt, 0.082591, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-16-32.txt, 0.957850, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-16-40.txt, 0.968404, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-16-49.txt, 1.000000, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-16-58.txt, 0.860074, 0.81
Benchmarking--108q--15us--02-Aug-2012-22-17-06.txt, 0.936668, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-17-15.txt, 0.904600, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-17-24.txt, 0.939864, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-17-32.txt, 0.738135, 0.95
Benchmarking--108q--15us--02-Aug-2012-22-17-41.txt, 0.414166, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-17-50.txt, 0.959059, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-17-58.txt, 0.981621, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-18-07.txt, 0.952824, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-18-16.txt, 0.982829, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-18-27.txt, 0.793670, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-18-36.txt, 0.700217, 0.93
Benchmarking--108q--15us--02-Aug-2012-22-18-45.txt, 0.639798, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-18-53.txt, 0.753126, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-19-02.txt, 0.483030, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-19-11.txt, 0.934055, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-19-19.txt, 0.476016, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-19-28.txt, 0.181129, 0.86
Benchmarking--108q--15us--02-Aug-2012-22-19-37.txt, 0.551567, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-19-45.txt, 0.923101, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-19-54.txt, 0.923954, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-20-03.txt, 0.977033, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-20-11.txt, 0.801016, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-20-20.txt, 0.871467, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-20-28.txt, 0.941321, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-20-37.txt, 0.795230, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-20-46.txt, 0.748821, 0.86
Benchmarking--108q--15us--02-Aug-2012-22-20-54.txt, 0.536545, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-21-03.txt, 0.801273, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-21-12.txt, 0.942791, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-21-20.txt, 0.645327, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-21-29.txt, 0.215643, 0.85
Benchmarking--108q--15us--02-Aug-2012-22-21-38.txt, 0.711670, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-21-46.txt, 0.401818, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-21-55.txt, 0.909953, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-22-03.txt, 0.692306, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-22-12.txt, 0.292171, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-22-21.txt, 0.698413, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-22-29.txt, 0.974074, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-22-38.txt, 0.594562, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-22-46.txt, 0.984935, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-22-55.txt, 0.537179, 0.93
Benchmarking--108q--15us--02-Aug-2012-22-23-04.txt, 0.764582, 0.99
Benchmarking--108q--15us--02-Aug-2012-22-23-12.txt, 0.897047, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-23-21.txt, 0.063804, 0.90
Benchmarking--108q--15us--02-Aug-2012-22-23-30.txt, 0.799450, 1.00
Benchmarking--108q--15us--02-Aug-2012-22-23-38.txt, 0.948640, 1.00
